filter,value
0.0,-0.0426175519824028
1.0,0.17306838929653168
2.0,-0.0180538147687912
3.0,0.10105931013822556
4.0,0.06144649162888527
5.0,-0.03261195123195648
6.0,0.16312234103679657
7.0,-0.08588726073503494
8.0,0.07870487868785858
9.0,0.07834246009588242
