filter,value
0.0,-0.0858764573931694
1.0,0.0
2.0,-0.018119871616363525
3.0,0.0992799773812294
4.0,0.04056162014603615
5.0,-0.059927914291620255
6.0,-0.019898172467947006
7.0,-0.07394934445619583
8.0,-0.06523631513118744
9.0,0.08612623065710068
