filter,value
0.0,0.29346683621406555
1.0,0.19305969774723053
2.0,0.15303826332092285
3.0,0.16032733023166656
4.0,-0.17638330161571503
5.0,-0.2586563527584076
6.0,0.030351420864462852
7.0,0.20119620859622955
8.0,0.11778560280799866
9.0,0.2535609304904938
