input_channel,filter,value#0,value#1,value#2,value#3,value#4,value#5,value#6,value#7,value#8,value#9,value#10,value#11,value#12,value#13,value#14,value#15,value#16,value#17,value#18,value#19,value#20,value#21,value#22,value#23,value#24,value#25,value#26
0.0,0.0,0.03592941537499428,-0.0020045298151671886,0.5464021563529968,3.460806131362915,4.206482887268066,1.730434775352478,0.03055529296398163,-0.041213106364011765,-0.9172310829162598,2.4391748905181885,2.400162696838379,-0.19308066368103027,0.6003103256225586,4.297287464141846,2.4847710132598877,-1.1740504503250122,-5.10418701171875,-2.392069101333618,5.218552112579346,8.230070114135742,4.985069751739502,1.6201708316802979,-0.7761896848678589,-4.557767391204834,-6.052021026611328,-1.46499764919281,0.058243367820978165
0.0,1.0,1.9533207416534424,1.9639992713928223,1.623063087463379,1.1162854433059692,-0.23221521079540253,0.41869640350341797,0.5532850623130798,0.4112899899482727,0.4567517042160034,0.5329216718673706,-0.27286967635154724,0.9539639949798584,0.8319652676582336,-0.15170378983020782,0.15894120931625366,0.9502745270729065,1.3330260515213013,0.9669544696807861,0.3302289843559265,-0.24889801442623138,0.3162040710449219,0.47104203701019287,1.4055562019348145,1.891920566558838,2.41491961479187,2.723440647125244,3.4756245613098145
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,3.429553747177124,3.3428568840026855,3.1050801277160645,2.1214044094085693,1.1620683670043945,0.11217795312404633,0.15015719830989838,0.8719251751899719,0.9319599866867065,1.0373796224594116,1.3818084001541138,0.4052932560443878,1.3478440046310425,2.031212091445923,0.3028928339481354,0.8112033605575562,2.6409850120544434,4.53366756439209,3.5855214595794678,0.37682321667671204,0.0,0.4311956465244293,0.9255374073982239,4.111670017242432,5.890444755554199,8.760690689086914,5.799571514129639
0.0,4.0,3.0826053619384766,2.9270827770233154,2.0528922080993652,1.285423994064331,0.7691399455070496,-0.1967533379793167,-0.2924967408180237,-0.046361248940229416,0.0,1.0339384078979492,0.8936459422111511,-0.19870968163013458,0.6729481816291809,1.2022088766098022,0.19455672800540924,-0.2521897256374359,0.30473899841308594,1.2894831895828247,2.21500825881958,1.9474958181381226,0.1972665786743164,-0.4642374813556671,-0.14198359847068787,0.0,4.389515399932861,6.017826080322266,5.8369140625
0.0,5.0,0.0,0.0,0.0,0.5906457304954529,3.3572072982788086,4.4823899269104,2.3068532943725586,1.1432416439056396,0.9081096649169922,0.906920850276947,3.0034027099609375,3.6067745685577393,0.2199556529521942,2.190112829208374,5.6384124755859375,3.7132160663604736,-0.4099997580051422,-3.590453863143921,-0.7487958669662476,6.119623184204102,8.942502975463867,6.318041801452637,3.3752334117889404,1.0738508701324463,-3.4619064331054688,-4.010251045227051,-0.3699158728122711
0.0,6.0,5.282686233520508,4.794450759887695,3.885965585708618,2.3160719871520996,1.2491512298583984,0.5464069247245789,0.26523077487945557,0.1669803410768509,0.14130955934524536,0.11013582348823547,0.27747032046318054,0.3190581500530243,0.2471880316734314,0.08044445514678955,0.08804487437009811,0.5777699947357178,0.8603635430335999,1.1084833145141602,0.6272180676460266,0.3559734523296356,0.060956113040447235,0.24476321041584015,1.4713575839996338,2.7808923721313477,5.445215702056885,7.531929016113281,9.262042045593262
0.0,7.0,0.0,0.0,0.0,0.09903790056705475,2.3472371101379395,3.7900893688201904,3.796738862991333,3.3801558017730713,2.9821574687957764,2.5287671089172363,4.007725238800049,4.442227363586426,2.8789706230163574,4.245317459106445,5.874959468841553,6.046265602111816,3.2452340126037598,0.6793618202209473,0.7361723184585571,4.547042369842529,7.694310188293457,8.622658729553223,7.9418625831604,5.928497791290283,1.3748116493225098,0.1536388397216797,0.0
0.0,8.0,6.310376167297363,6.234339714050293,5.488921642303467,4.973353385925293,6.965272903442383,9.797501564025879,10.415483474731445,9.421870231628418,8.207828521728516,7.569216728210449,9.371832847595215,10.618912696838379,9.798665046691895,10.51961898803711,13.624320030212402,14.386137962341309,10.7831449508667,5.359825134277344,4.438385963439941,10.221355438232422,17.3377628326416,20.53049659729004,19.8743839263916,16.135290145874023,11.293231964111328,9.477531433105469,10.515119552612305
0.0,9.0,-1.6987700462341309,-2.0335726737976074,-2.502708911895752,-2.322613477706909,-1.1748119592666626,-1.4535964727401733,-1.4650062322616577,-0.3645874559879303,-0.4365951120853424,0.07503186911344528,0.27866071462631226,-1.517937421798706,-0.6929758787155151,0.8154694437980652,-1.018628478050232,-1.8677242994308472,-1.0381699800491333,0.46936097741127014,0.4418109059333801,0.18514384329319,-1.6819829940795898,-2.155031681060791,-1.2675565481185913,-0.9203857779502869,0.862061083316803,1.4919301271438599,-1.8206387758255005
